"id";"categoria";"subtema";"perfil_usuario";"pergunta";"resposta";"canal_sugerido";"prioridade"
"FAQ-0194";"Recarga e Saldo";"saldo divergente";"titular com deslocamento recorrente";"Posso recarregar um cartao bloqueado? Sou titular com deslocamento recorrente e o caso envolve saldo divergente. Quero uma orientacao clara para nao perder o beneficio.";"O historico de recargas ajuda a comparar o valor pago com o valor efetivamente disponibilizado. Esse confronto costuma ser o ponto inicial da analise. Para esse tipo de situacao (saldo divergente), a orientacao mais segura e consultar atendimento presencial e confirmar o historico recente do cartao antes de tentar novo uso.";"Atendimento presencial";"Media"
"FAQ-0195";"Recarga e Saldo";"saldo divergente";"beneficiario de gratuidade";"A recarga foi debitada, mas nao entrou no cartao. Como resolver? Sou beneficiario de gratuidade e o caso envolve saldo divergente. Estou tentando entender antes de usar novamente.";"Se houver divergencia de saldo, vale conferir uso recente, data da carga e se existiu bloqueio ou substituicao do cartao no periodo. Para esse tipo de situacao (saldo divergente), a orientacao mais segura e consultar site e confirmar o historico recente do cartao antes de tentar novo uso.";"Site";"Media"
"FAQ-0196";"Recarga e Saldo";"saldo divergente";"trabalhador que usa integracao";"Onde vejo o historico de recargas do cartao? Sou trabalhador que usa integracao e o caso envolve saldo divergente. Nao sei se foi erro ou fraude.";"Quando o problema persiste, a orientacao e registrar o caso com comprovante de pagamento e identificacao do cartao para revisao detalhada. Para esse tipo de situacao (saldo divergente), a orientacao mais segura e consultar app e confirmar o historico recente do cartao antes de tentar novo uso.";"App";"Media"
"FAQ-0197";"Recarga e Saldo";"saldo divergente";"titular com deslocamento recorrente";"Se o cartao estiver em analise, a recarga fica retida? Sou titular com deslocamento recorrente e o caso envolve saldo divergente. Quero uma orientacao clara para nao perder o beneficio.";"Quando a recarga nao aparece, o primeiro passo e confirmar o prazo de compensacao e validar se o cartao foi atualizado no canal de uso. Para esse tipo de situacao (saldo divergente), a orientacao mais segura e consultar atendimento presencial e confirmar o historico recente do cartao antes de tentar novo uso.";"Atendimento presencial";"Media"
"FAQ-0198";"Recarga e Saldo";"saldo divergente";"beneficiario de gratuidade";"O que fazer quando o validador nao reconhece a recarga? Sou beneficiario de gratuidade e o caso envolve saldo divergente. Estou tentando entender antes de usar novamente.";"Se o valor foi debitado mas o saldo nao entrou, o atendimento pode verificar pagamento, processamento e situacao do cartao para orientar a proxima acao. Para esse tipo de situacao (saldo divergente), a orientacao mais segura e consultar site e confirmar o historico recente do cartao antes de tentar novo uso.";"Site";"Media"
"FAQ-0199";"Recarga e Saldo";"saldo divergente";"trabalhador que usa integracao";"Minha recarga sumiu apos um bloqueio. Isso e normal? Sou trabalhador que usa integracao e o caso envolve saldo divergente. Nao sei se foi erro ou fraude.";"Em cartoes bloqueados, a recarga pode exigir regularizacao previa para voltar a ser utilizada normalmente. O ideal e confirmar o status antes de recarregar. Para esse tipo de situacao (saldo divergente), a orientacao mais segura e consultar app e confirmar o historico recente do cartao antes de tentar novo uso.";"App";"Media"
"FAQ-0200";"Recarga e Saldo";"saldo divergente";"titular com deslocamento recorrente";"Consigo pedir estorno de recarga em caso de problema? Sou titular com deslocamento recorrente e o caso envolve saldo divergente. Quero uma orientacao clara para nao perder o beneficio.";"O historico de recargas ajuda a comparar o valor pago com o valor efetivamente disponibilizado. Esse confronto costuma ser o ponto inicial da analise. Para esse tipo de situacao (saldo divergente), a orientacao mais segura e consultar atendimento presencial e confirmar o historico recente do cartao antes de tentar novo uso.";"Atendimento presencial";"Media"
"FAQ-0201";"Recarga e Saldo";"saldo indisponivel";"trabalhador que usa integracao";"Fiz recarga e o saldo nao apareceu. O que devo fazer? Sou trabalhador que usa integracao e o caso envolve saldo indisponivel. Nao sei se foi erro ou fraude.";"Quando a recarga nao aparece, o primeiro passo e confirmar o prazo de compensacao e validar se o cartao foi atualizado no canal de uso. Para esse tipo de situacao (saldo indisponivel), a orientacao mais segura e consultar app e confirmar o historico recente do cartao antes de tentar novo uso.";"App";"Media"
"FAQ-0202";"Recarga e Saldo";"saldo indisponivel";"titular com deslocamento recorrente";"Quanto tempo demora para a recarga cair? Sou titular com deslocamento recorrente e o caso envolve saldo indisponivel. Quero uma orientacao clara para nao perder o beneficio.";"Se o valor foi debitado mas o saldo nao entrou, o atendimento pode verificar pagamento, processamento e situacao do cartao para orientar a proxima acao. Para esse tipo de situacao (saldo indisponivel), a orientacao mais segura e consultar atendimento presencial e confirmar o historico recente do cartao antes de tentar novo uso.";"Atendimento presencial";"Media"
"FAQ-0203";"Recarga e Saldo";"saldo indisponivel";"beneficiario de gratuidade";"Meu saldo esta diferente do esperado. Como verificar? Sou beneficiario de gratuidade e o caso envolve saldo indisponivel. Estou tentando entender antes de usar novamente.";"Em cartoes bloqueados, a recarga pode exigir regularizacao previa para voltar a ser utilizada normalmente. O ideal e confirmar o status antes de recarregar. Para esse tipo de situacao (saldo indisponivel), a orientacao mais segura e consultar site e confirmar o historico recente do cartao antes de tentar novo uso.";"Site";"Media"
"FAQ-0204";"Recarga e Saldo";"saldo indisponivel";"trabalhador que usa integracao";"Posso recarregar um cartao bloqueado? Sou trabalhador que usa integracao e o caso envolve saldo indisponivel. Nao sei se foi erro ou fraude.";"O historico de recargas ajuda a comparar o valor pago com o valor efetivamente disponibilizado. Esse confronto costuma ser o ponto inicial da analise. Para esse tipo de situacao (saldo indisponivel), a orientacao mais segura e consultar app e confirmar o historico recente do cartao antes de tentar novo uso.";"App";"Media"
"FAQ-0205";"Recarga e Saldo";"saldo indisponivel";"titular com deslocamento recorrente";"A recarga foi debitada, mas nao entrou no cartao. Como resolver? Sou titular com deslocamento recorrente e o caso envolve saldo indisponivel. Quero uma orientacao clara para nao perder o beneficio.";"Se houver divergencia de saldo, vale conferir uso recente, data da carga e se existiu bloqueio ou substituicao do cartao no periodo. Para esse tipo de situacao (saldo indisponivel), a orientacao mais segura e consultar atendimento presencial e confirmar o historico recente do cartao antes de tentar novo uso.";"Atendimento presencial";"Media"
"FAQ-0206";"Recarga e Saldo";"saldo indisponivel";"beneficiario de gratuidade";"Onde vejo o historico de recargas do cartao? Sou beneficiario de gratuidade e o caso envolve saldo indisponivel. Estou tentando entender antes de usar novamente.";"Quando o problema persiste, a orientacao e registrar o caso com comprovante de pagamento e identificacao do cartao para revisao detalhada. Para esse tipo de situacao (saldo indisponivel), a orientacao mais segura e consultar site e confirmar o historico recente do cartao antes de tentar novo uso.";"Site";"Media"
"FAQ-0207";"Recarga e Saldo";"saldo indisponivel";"trabalhador que usa integracao";"Se o cartao estiver em analise, a recarga fica retida? Sou trabalhador que usa integracao e o caso envolve saldo indisponivel. Nao sei se foi erro ou fraude.";"Quando a recarga nao aparece, o primeiro passo e confirmar o prazo de compensacao e validar se o cartao foi atualizado no canal de uso. Para esse tipo de situacao (saldo indisponivel), a orientacao mais segura e consultar app e confirmar o historico recente do cartao antes de tentar novo uso.";"App";"Media"
"FAQ-0208";"Recarga e Saldo";"saldo indisponivel";"titular com deslocamento recorrente";"O que fazer quando o validador nao reconhece a recarga? Sou titular com deslocamento recorrente e o caso envolve saldo indisponivel. Quero uma orientacao clara para nao perder o beneficio.";"Se o valor foi debitado mas o saldo nao entrou, o atendimento pode verificar pagamento, processamento e situacao do cartao para orientar a proxima acao. Para esse tipo de situacao (saldo indisponivel), a orientacao mais segura e consultar atendimento presencial e confirmar o historico recente do cartao antes de tentar novo uso.";"Atendimento presencial";"Media"
"FAQ-0209";"Recarga e Saldo";"saldo indisponivel";"beneficiario de gratuidade";"Minha recarga sumiu apos um bloqueio. Isso e normal? Sou beneficiario de gratuidade e o caso envolve saldo indisponivel. Estou tentando entender antes de usar novamente.";"Em cartoes bloqueados, a recarga pode exigir regularizacao previa para voltar a ser utilizada normalmente. O ideal e confirmar o status antes de recarregar. Para esse tipo de situacao (saldo indisponivel), a orientacao mais segura e consultar site e confirmar o historico recente do cartao antes de tentar novo uso.";"Site";"Media"
"FAQ-0210";"Recarga e Saldo";"saldo indisponivel";"trabalhador que usa integracao";"Consigo pedir estorno de recarga em caso de problema? Sou trabalhador que usa integracao e o caso envolve saldo indisponivel. Nao sei se foi erro ou fraude.";"O historico de recargas ajuda a comparar o valor pago com o valor efetivamente disponibilizado. Esse confronto costuma ser o ponto inicial da analise. Para esse tipo de situacao (saldo indisponivel), a orientacao mais segura e consultar app e confirmar o historico recente do cartao antes de tentar novo uso.";"App";"Media"
"FAQ-0211";"Recarga e Saldo";"erro apos recarga";"beneficiario de gratuidade";"Fiz recarga e o saldo nao apareceu. O que devo fazer? Sou beneficiario de gratuidade e o caso envolve erro apos recarga. Estou tentando entender antes de usar novamente.";"Quando a recarga nao aparece, o primeiro passo e confirmar o prazo de compensacao e validar se o cartao foi atualizado no canal de uso. Para esse tipo de situacao (erro apos recarga), a orientacao mais segura e consultar site e confirmar o historico recente do cartao antes de tentar novo uso.";"Site";"Media"
"FAQ-0212";"Recarga e Saldo";"erro apos recarga";"trabalhador que usa integracao";"Quanto tempo demora para a recarga cair? Sou trabalhador que usa integracao e o caso envolve erro apos recarga. Nao sei se foi erro ou fraude.";"Se o valor foi debitado mas o saldo nao entrou, o atendimento pode verificar pagamento, processamento e situacao do cartao para orientar a proxima acao. Para esse tipo de situacao (erro apos recarga), a orientacao mais segura e consultar app e confirmar o historico recente do cartao antes de tentar novo uso.";"App";"Media"
"FAQ-0213";"Recarga e Saldo";"erro apos recarga";"titular com deslocamento recorrente";"Meu saldo esta diferente do esperado. Como verificar? Sou titular com deslocamento recorrente e o caso envolve erro apos recarga. Quero uma orientacao clara para nao perder o beneficio.";"Em cartoes bloqueados, a recarga pode exigir regularizacao previa para voltar a ser utilizada normalmente. O ideal e confirmar o status antes de recarregar. Para esse tipo de situacao (erro apos recarga), a orientacao mais segura e consultar atendimento presencial e confirmar o historico recente do cartao antes de tentar novo uso.";"Atendimento presencial";"Media"
"FAQ-0214";"Recarga e Saldo";"erro apos recarga";"beneficiario de gratuidade";"Posso recarregar um cartao bloqueado? Sou beneficiario de gratuidade e o caso envolve erro apos recarga. Estou tentando entender antes de usar novamente.";"O historico de recargas ajuda a comparar o valor pago com o valor efetivamente disponibilizado. Esse confronto costuma ser o ponto inicial da analise. Para esse tipo de situacao (erro apos recarga), a orientacao mais segura e consultar site e confirmar o historico recente do cartao antes de tentar novo uso.";"Site";"Media"
"FAQ-0215";"Recarga e Saldo";"erro apos recarga";"trabalhador que usa integracao";"A recarga foi debitada, mas nao entrou no cartao. Como resolver? Sou trabalhador que usa integracao e o caso envolve erro apos recarga. Nao sei se foi erro ou fraude.";"Se houver divergencia de saldo, vale conferir uso recente, data da carga e se existiu bloqueio ou substituicao do cartao no periodo. Para esse tipo de situacao (erro apos recarga), a orientacao mais segura e consultar app e confirmar o historico recente do cartao antes de tentar novo uso.";"App";"Media"
"FAQ-0216";"Recarga e Saldo";"erro apos recarga";"titular com deslocamento recorrente";"Onde vejo o historico de recargas do cartao? Sou titular com deslocamento recorrente e o caso envolve erro apos recarga. Quero uma orientacao clara para nao perder o beneficio.";"Quando o problema persiste, a orientacao e registrar o caso com comprovante de pagamento e identificacao do cartao para revisao detalhada. Para esse tipo de situacao (erro apos recarga), a orientacao mais segura e consultar atendimento presencial e confirmar o historico recente do cartao antes de tentar novo uso.";"Atendimento presencial";"Media"
"FAQ-0217";"Recarga e Saldo";"erro apos recarga";"beneficiario de gratuidade";"Se o cartao estiver em analise, a recarga fica retida? Sou beneficiario de gratuidade e o caso envolve erro apos recarga. Estou tentando entender antes de usar novamente.";"Quando a recarga nao aparece, o primeiro passo e confirmar o prazo de compensacao e validar se o cartao foi atualizado no canal de uso. Para esse tipo de situacao (erro apos recarga), a orientacao mais segura e consultar site e confirmar o historico recente do cartao antes de tentar novo uso.";"Site";"Media"
"FAQ-0218";"Recarga e Saldo";"erro apos recarga";"trabalhador que usa integracao";"O que fazer quando o validador nao reconhece a recarga? Sou trabalhador que usa integracao e o caso envolve erro apos recarga. Nao sei se foi erro ou fraude.";"Se o valor foi debitado mas o saldo nao entrou, o atendimento pode verificar pagamento, processamento e situacao do cartao para orientar a proxima acao. Para esse tipo de situacao (erro apos recarga), a orientacao mais segura e consultar app e confirmar o historico recente do cartao antes de tentar novo uso.";"App";"Media"
"FAQ-0219";"Recarga e Saldo";"erro apos recarga";"titular com deslocamento recorrente";"Minha recarga sumiu apos um bloqueio. Isso e normal? Sou titular com deslocamento recorrente e o caso envolve erro apos recarga. Quero uma orientacao clara para nao perder o beneficio.";"Em cartoes bloqueados, a recarga pode exigir regularizacao previa para voltar a ser utilizada normalmente. O ideal e confirmar o status antes de recarregar. Para esse tipo de situacao (erro apos recarga), a orientacao mais segura e consultar atendimento presencial e confirmar o historico recente do cartao antes de tentar novo uso.";"Atendimento presencial";"Media"
"FAQ-0220";"Recarga e Saldo";"erro apos recarga";"beneficiario de gratuidade";"Consigo pedir estorno de recarga em caso de problema? Sou beneficiario de gratuidade e o caso envolve erro apos recarga. Estou tentando entender antes de usar novamente.";"O historico de recargas ajuda a comparar o valor pago com o valor efetivamente disponibilizado. Esse confronto costuma ser o ponto inicial da analise. Para esse tipo de situacao (erro apos recarga), a orientacao mais segura e consultar site e confirmar o historico recente do cartao antes de tentar novo uso.";"Site";"Media"
"FAQ-0221";"Recarga e Saldo";"prazo de compensacao";"titular com deslocamento recorrente";"Fiz recarga e o saldo nao apareceu. O que devo fazer? Sou titular com deslocamento recorrente e o caso envolve prazo de compensacao. Quero uma orientacao clara para nao perder o beneficio.";"Quando a recarga nao aparece, o primeiro passo e confirmar o prazo de compensacao e validar se o cartao foi atualizado no canal de uso. Para esse tipo de situacao (prazo de compensacao), a orientacao mais segura e consultar atendimento presencial e confirmar o historico recente do cartao antes de tentar novo uso.";"Atendimento presencial";"Media"
"FAQ-0222";"Recarga e Saldo";"prazo de compensacao";"beneficiario de gratuidade";"Quanto tempo demora para a recarga cair? Sou beneficiario de gratuidade e o caso envolve prazo de compensacao. Estou tentando entender antes de usar novamente.";"Se o valor foi debitado mas o saldo nao entrou, o atendimento pode verificar pagamento, processamento e situacao do cartao para orientar a proxima acao. Para esse tipo de situacao (prazo de compensacao), a orientacao mais segura e consultar site e confirmar o historico recente do cartao antes de tentar novo uso.";"Site";"Media"
"FAQ-0223";"Recarga e Saldo";"prazo de compensacao";"trabalhador que usa integracao";"Meu saldo esta diferente do esperado. Como verificar? Sou trabalhador que usa integracao e o caso envolve prazo de compensacao. Nao sei se foi erro ou fraude.";"Em cartoes bloqueados, a recarga pode exigir regularizacao previa para voltar a ser utilizada normalmente. O ideal e confirmar o status antes de recarregar. Para esse tipo de situacao (prazo de compensacao), a orientacao mais segura e consultar app e confirmar o historico recente do cartao antes de tentar novo uso.";"App";"Media"
"FAQ-0224";"Recarga e Saldo";"prazo de compensacao";"titular com deslocamento recorrente";"Posso recarregar um cartao bloqueado? Sou titular com deslocamento recorrente e o caso envolve prazo de compensacao. Quero uma orientacao clara para nao perder o beneficio.";"O historico de recargas ajuda a comparar o valor pago com o valor efetivamente disponibilizado. Esse confronto costuma ser o ponto inicial da analise. Para esse tipo de situacao (prazo de compensacao), a orientacao mais segura e consultar atendimento presencial e confirmar o historico recente do cartao antes de tentar novo uso.";"Atendimento presencial";"Media"
"FAQ-0225";"Recarga e Saldo";"prazo de compensacao";"beneficiario de gratuidade";"A recarga foi debitada, mas nao entrou no cartao. Como resolver? Sou beneficiario de gratuidade e o caso envolve prazo de compensacao. Estou tentando entender antes de usar novamente.";"Se houver divergencia de saldo, vale conferir uso recente, data da carga e se existiu bloqueio ou substituicao do cartao no periodo. Para esse tipo de situacao (prazo de compensacao), a orientacao mais segura e consultar site e confirmar o historico recente do cartao antes de tentar novo uso.";"Site";"Media"
"FAQ-0226";"Recarga e Saldo";"prazo de compensacao";"trabalhador que usa integracao";"Onde vejo o historico de recargas do cartao? Sou trabalhador que usa integracao e o caso envolve prazo de compensacao. Nao sei se foi erro ou fraude.";"Quando o problema persiste, a orientacao e registrar o caso com comprovante de pagamento e identificacao do cartao para revisao detalhada. Para esse tipo de situacao (prazo de compensacao), a orientacao mais segura e consultar app e confirmar o historico recente do cartao antes de tentar novo uso.";"App";"Media"
"FAQ-0227";"Recarga e Saldo";"prazo de compensacao";"titular com deslocamento recorrente";"Se o cartao estiver em analise, a recarga fica retida? Sou titular com deslocamento recorrente e o caso envolve prazo de compensacao. Quero uma orientacao clara para nao perder o beneficio.";"Quando a recarga nao aparece, o primeiro passo e confirmar o prazo de compensacao e validar se o cartao foi atualizado no canal de uso. Para esse tipo de situacao (prazo de compensacao), a orientacao mais segura e consultar atendimento presencial e confirmar o historico recente do cartao antes de tentar novo uso.";"Atendimento presencial";"Media"
"FAQ-0228";"Recarga e Saldo";"prazo de compensacao";"beneficiario de gratuidade";"O que fazer quando o validador nao reconhece a recarga? Sou beneficiario de gratuidade e o caso envolve prazo de compensacao. Estou tentando entender antes de usar novamente.";"Se o valor foi debitado mas o saldo nao entrou, o atendimento pode verificar pagamento, processamento e situacao do cartao para orientar a proxima acao. Para esse tipo de situacao (prazo de compensacao), a orientacao mais segura e consultar site e confirmar o historico recente do cartao antes de tentar novo uso.";"Site";"Media"
"FAQ-0229";"Recarga e Saldo";"prazo de compensacao";"trabalhador que usa integracao";"Minha recarga sumiu apos um bloqueio. Isso e normal? Sou trabalhador que usa integracao e o caso envolve prazo de compensacao. Nao sei se foi erro ou fraude.";"Em cartoes bloqueados, a recarga pode exigir regularizacao previa para voltar a ser utilizada normalmente. O ideal e confirmar o status antes de recarregar. Para esse tipo de situacao (prazo de compensacao), a orientacao mais segura e consultar app e confirmar o historico recente do cartao antes de tentar novo uso.";"App";"Media"
"FAQ-0230";"Recarga e Saldo";"prazo de compensacao";"titular com deslocamento recorrente";"Consigo pedir estorno de recarga em caso de problema? Sou titular com deslocamento recorrente e o caso envolve prazo de compensacao. Quero uma orientacao clara para nao perder o beneficio.";"O historico de recargas ajuda a comparar o valor pago com o valor efetivamente disponibilizado. Esse confronto costuma ser o ponto inicial da analise. Para esse tipo de situacao (prazo de compensacao), a orientacao mais segura e consultar atendimento presencial e confirmar o historico recente do cartao antes de tentar novo uso.";"Atendimento presencial";"Media"
"FAQ-0231";"Recarga e Saldo";"recarga em cartao bloqueado";"trabalhador que usa integracao";"Fiz recarga e o saldo nao apareceu. O que devo fazer? Sou trabalhador que usa integracao e o caso envolve recarga em cartao bloqueado. Nao sei se foi erro ou fraude.";"Quando a recarga nao aparece, o primeiro passo e confirmar o prazo de compensacao e validar se o cartao foi atualizado no canal de uso. Para esse tipo de situacao (recarga em cartao bloqueado), a orientacao mais segura e consultar app e confirmar o historico recente do cartao antes de tentar novo uso.";"App";"Media"
"FAQ-0232";"Recarga e Saldo";"recarga em cartao bloqueado";"titular com deslocamento recorrente";"Quanto tempo demora para a recarga cair? Sou titular com deslocamento recorrente e o caso envolve recarga em cartao bloqueado. Quero uma orientacao clara para nao perder o beneficio.";"Se o valor foi debitado mas o saldo nao entrou, o atendimento pode verificar pagamento, processamento e situacao do cartao para orientar a proxima acao. Para esse tipo de situacao (recarga em cartao bloqueado), a orientacao mais segura e consultar atendimento presencial e confirmar o historico recente do cartao antes de tentar novo uso.";"Atendimento presencial";"Media"
"FAQ-0233";"Recarga e Saldo";"recarga em cartao bloqueado";"beneficiario de gratuidade";"Meu saldo esta diferente do esperado. Como verificar? Sou beneficiario de gratuidade e o caso envolve recarga em cartao bloqueado. Estou tentando entender antes de usar novamente.";"Em cartoes bloqueados, a recarga pode exigir regularizacao previa para voltar a ser utilizada normalmente. O ideal e confirmar o status antes de recarregar. Para esse tipo de situacao (recarga em cartao bloqueado), a orientacao mais segura e consultar site e confirmar o historico recente do cartao antes de tentar novo uso.";"Site";"Media"
"FAQ-0234";"Recarga e Saldo";"recarga em cartao bloqueado";"trabalhador que usa integracao";"Posso recarregar um cartao bloqueado? Sou trabalhador que usa integracao e o caso envolve recarga em cartao bloqueado. Nao sei se foi erro ou fraude.";"O historico de recargas ajuda a comparar o valor pago com o valor efetivamente disponibilizado. Esse confronto costuma ser o ponto inicial da analise. Para esse tipo de situacao (recarga em cartao bloqueado), a orientacao mais segura e consultar app e confirmar o historico recente do cartao antes de tentar novo uso.";"App";"Media"
"FAQ-0235";"Recarga e Saldo";"recarga em cartao bloqueado";"titular com deslocamento recorrente";"A recarga foi debitada, mas nao entrou no cartao. Como resolver? Sou titular com deslocamento recorrente e o caso envolve recarga em cartao bloqueado. Quero uma orientacao clara para nao perder o beneficio.";"Se houver divergencia de saldo, vale conferir uso recente, data da carga e se existiu bloqueio ou substituicao do cartao no periodo. Para esse tipo de situacao (recarga em cartao bloqueado), a orientacao mais segura e consultar atendimento presencial e confirmar o historico recente do cartao antes de tentar novo uso.";"Atendimento presencial";"Media"
"FAQ-0236";"Recarga e Saldo";"recarga em cartao bloqueado";"beneficiario de gratuidade";"Onde vejo o historico de recargas do cartao? Sou beneficiario de gratuidade e o caso envolve recarga em cartao bloqueado. Estou tentando entender antes de usar novamente.";"Quando o problema persiste, a orientacao e registrar o caso com comprovante de pagamento e identificacao do cartao para revisao detalhada. Para esse tipo de situacao (recarga em cartao bloqueado), a orientacao mais segura e consultar site e confirmar o historico recente do cartao antes de tentar novo uso.";"Site";"Media"
"FAQ-0237";"Recarga e Saldo";"recarga em cartao bloqueado";"trabalhador que usa integracao";"Se o cartao estiver em analise, a recarga fica retida? Sou trabalhador que usa integracao e o caso envolve recarga em cartao bloqueado. Nao sei se foi erro ou fraude.";"Quando a recarga nao aparece, o primeiro passo e confirmar o prazo de compensacao e validar se o cartao foi atualizado no canal de uso. Para esse tipo de situacao (recarga em cartao bloqueado), a orientacao mais segura e consultar app e confirmar o historico recente do cartao antes de tentar novo uso.";"App";"Media"
"FAQ-0238";"Recarga e Saldo";"recarga em cartao bloqueado";"titular com deslocamento recorrente";"O que fazer quando o validador nao reconhece a recarga? Sou titular com deslocamento recorrente e o caso envolve recarga em cartao bloqueado. Quero uma orientacao clara para nao perder o beneficio.";"Se o valor foi debitado mas o saldo nao entrou, o atendimento pode verificar pagamento, processamento e situacao do cartao para orientar a proxima acao. Para esse tipo de situacao (recarga em cartao bloqueado), a orientacao mais segura e consultar atendimento presencial e confirmar o historico recente do cartao antes de tentar novo uso.";"Atendimento presencial";"Media"
"FAQ-0239";"Recarga e Saldo";"recarga em cartao bloqueado";"beneficiario de gratuidade";"Minha recarga sumiu apos um bloqueio. Isso e normal? Sou beneficiario de gratuidade e o caso envolve recarga em cartao bloqueado. Estou tentando entender antes de usar novamente.";"Em cartoes bloqueados, a recarga pode exigir regularizacao previa para voltar a ser utilizada normalmente. O ideal e confirmar o status antes de recarregar. Para esse tipo de situacao (recarga em cartao bloqueado), a orientacao mais segura e consultar site e confirmar o historico recente do cartao antes de tentar novo uso.";"Site";"Media"
"FAQ-0240";"Recarga e Saldo";"recarga em cartao bloqueado";"trabalhador que usa integracao";"Consigo pedir estorno de recarga em caso de problema? Sou trabalhador que usa integracao e o caso envolve recarga em cartao bloqueado. Nao sei se foi erro ou fraude.";"O historico de recargas ajuda a comparar o valor pago com o valor efetivamente disponibilizado. Esse confronto costuma ser o ponto inicial da analise. Para esse tipo de situacao (recarga em cartao bloqueado), a orientacao mais segura e consultar app e confirmar o historico recente do cartao antes de tentar novo uso.";"App";"Media"
"FAQ-0241";"Uso em Viagem e Validacao";"cartao nao valida";"beneficiario de gratuidade";"Meu cartao nao passou no validador. O que pode ser? Sou beneficiario de gratuidade e o caso envolve cartao nao valida. Estou tentando entender antes de usar novamente.";"Quando o cartao nao valida, pode haver bloqueio, dano fisico, saldo insuficiente ou falha operacional do equipamento. A verificacao do status ajuda a separar essas causas. Para esse tipo de situacao (cartao nao valida), a orientacao mais segura e consultar central e confirmar o historico recente do cartao antes de tentar novo uso.";"Central";"Media"
"FAQ-0242";"Uso em Viagem e Validacao";"cartao nao valida";"trabalhador que usa integracao";"Fui cobrado duas vezes na mesma viagem. Como contestar? Sou trabalhador que usa integracao e o caso envolve cartao nao valida. Nao sei se foi erro ou fraude.";"Em caso de dupla cobranca, a recomendacao e anotar data, horario e local para permitir confronto com o historico transacional. Para esse tipo de situacao (cartao nao valida), a orientacao mais segura e consultar atendimento presencial e confirmar o historico recente do cartao antes de tentar novo uso.";"Atendimento presencial";"Media"
"FAQ-0243";"Uso em Viagem e Validacao";"cartao nao valida";"titular com deslocamento recorrente";"O validador mostrou erro de leitura. O que isso significa? Sou titular com deslocamento recorrente e o caso envolve cartao nao valida. Quero uma orientacao clara para nao perder o beneficio.";"Se a falha ocorreu durante a viagem, o atendimento pode confirmar se o cartao ficou irregular por seguranca ou se houve apenas instabilidade no validador. Para esse tipo de situacao (cartao nao valida), a orientacao mais segura e consultar faq e confirmar o historico recente do cartao antes de tentar novo uso.";"FAQ";"Media"
"FAQ-0244";"Uso em Viagem e Validacao";"cartao nao valida";"beneficiario de gratuidade";"Meu cartao funcionava e deixou de validar no meio do trajeto. O que fazer? Sou beneficiario de gratuidade e o caso envolve cartao nao valida. Estou tentando entender antes de usar novamente.";"Uso em local diferente nao e problema por si so, mas pode gerar alerta quando ocorre em combinado com horario incompatível ou frequencia fora do padrao. Para esse tipo de situacao (cartao nao valida), a orientacao mais segura e consultar central e confirmar o historico recente do cartao antes de tentar novo uso.";"Central";"Media"
"FAQ-0245";"Uso em Viagem e Validacao";"cartao nao valida";"trabalhador que usa integracao";"Como agir se o sistema acusar problema durante o embarque? Sou trabalhador que usa integracao e o caso envolve cartao nao valida. Nao sei se foi erro ou fraude.";"Quando a inconsistência parece tecnica, o ideal e registrar local, linha ou estacao para que a analise operacional consiga rastrear o evento. Para esse tipo de situacao (cartao nao valida), a orientacao mais segura e consultar atendimento presencial e confirmar o historico recente do cartao antes de tentar novo uso.";"Atendimento presencial";"Media"
"FAQ-0246";"Uso em Viagem e Validacao";"cartao nao valida";"titular com deslocamento recorrente";"Posso continuar a viagem se o cartao apresentar falha? Sou titular com deslocamento recorrente e o caso envolve cartao nao valida. Quero uma orientacao clara para nao perder o beneficio.";"Se o cartao validou e logo depois ficou irregular, isso pode indicar uma acao de seguranca disparada apos a transacao. Nessa situacao, o caso deve ser consultado no atendimento. Para esse tipo de situacao (cartao nao valida), a orientacao mais segura e consultar faq e confirmar o historico recente do cartao antes de tentar novo uso.";"FAQ";"Media"
"FAQ-0247";"Uso em Viagem e Validacao";"cartao nao valida";"beneficiario de gratuidade";"O uso em uma estacao diferente pode gerar alerta? Sou beneficiario de gratuidade e o caso envolve cartao nao valida. Estou tentando entender antes de usar novamente.";"Quando o cartao nao valida, pode haver bloqueio, dano fisico, saldo insuficiente ou falha operacional do equipamento. A verificacao do status ajuda a separar essas causas. Para esse tipo de situacao (cartao nao valida), a orientacao mais segura e consultar central e confirmar o historico recente do cartao antes de tentar novo uso.";"Central";"Media"
"FAQ-0248";"Uso em Viagem e Validacao";"cartao nao valida";"trabalhador que usa integracao";"Como identificar se foi erro tecnico ou bloqueio? Sou trabalhador que usa integracao e o caso envolve cartao nao valida. Nao sei se foi erro ou fraude.";"Em caso de dupla cobranca, a recomendacao e anotar data, horario e local para permitir confronto com o historico transacional. Para esse tipo de situacao (cartao nao valida), a orientacao mais segura e consultar atendimento presencial e confirmar o historico recente do cartao antes de tentar novo uso.";"Atendimento presencial";"Media"
